commit,classifier
Add: Added a main and a defaults section. Testcases starts adding expectations to the main section. The defaults section can optionally be overridden in the setup method (or whenever) in order to be able to specify stub methods (like 0..* methgods that are matched if no other expectations mathes in the main section). ,1
Add: a code service ,0
add version info to comments of Version.java,0
add url for cvsweb access ,0
add support for comments in selection files ,0
add reference to cloudbees CI ,0
add maven pom file,0
add fallback for CVSROOT ,0
Add convenient reflection utilities ,0
add CGLIB license file,0
adapted layout of vorbis viewer ,0
activated preference listeners ,0
actions ,0
Abandoned MDI for the main client GUI. Implemented rough SDI. Cleanup required from here but this should enable all sorts of nice things from Swing which have been proving very difficult using InternalFrames ,1
2003-12-03  Ilja Pavkovic  <pavkovic@users.sourceforge.net> * src/java/com/eressea/util/FileHistory.java: Prevent NPE if GameData is not loadable. * src/java/com/eressea/demo/Client.java: add support for zip files with multiple loadable entries. * src/java/com/eressea/demo/actions/OpenCRAction.java: Prevent NPE if GameData is not loadable. ,0
2.4-pre1 ,0
2.4-beta5 ,0
2.4-beta4 ,0
2.4-beta1 release preparations ,0
2.3-pre3 ,0
2.1-pre1 fixes ,0
2.0-pre2 ,0
1.0-pre6 ,0
* Some menuItems only enabled when regions.size > 0 * fixed bug that heroes and age were not in CRWriter,0
* Rewrote abstract * Other minor fixes ,0
* Minor formatting improvements * Removed comments in pom ,0
* ChangeLog: New Renderer SchemeCellRenderer. When activating an astral space region and then changing back to level 0 (normal world)  all regions that are schemes of the activated astral space region are marked as long as no new region is activated * Added picture for region type  Dichter Nebel (dense nebula) ,1
* Added documentation ,0
*  New Feature: Displaying of multiple units in EMapDetailsPanel. Up to now only selections of multiple regions or factions were supported. ,0
- ZipFileType.java: prevent ZipFileException (create new ZipEntry instead of reuse). ,1
- UnitContextMenu.java: added ShipRoutePlanner to shipowner context menu (bugzilla bug 793). - Regions.java: use of isOcean instead of regiontype comparation to reactivate ShipRoutePlanner (bugzilla bug 792). ,1
- TreeHelper.java: added ship sorting by name and id. - CRWriter.java: respect sort index of factions.  - TaskTablePanel.java: added call to u.getRegion().refreshUnitRelations before adding unit problems. ,0
- Ship.java: getMaxCapacity evaluates the capacity if not given from cr information (bugzilla bug 796). - GameData.java: postProcess sets locale to order locale if it is null (bugzilla  bug 780). ,0
- removed AgingProperties - TempUnitDialog.java: set name from parent unit an mark it (bug 765). ,1
- OrderWriter.java: #tag EINHEIT tag  value  instead of #tag Einheit tag value.replace(     ~ ) ,0
- multiple source manipulation for a) remove dependencies to Coordinate b) remove dependencies to Eressea - Region.toString() changed its default behaviour and prints coordinates with      now ,1
- MagellanDesktop.java: Prevent NPE on unconnected frame in FrameRectangle. bug #820 - JECheck.java: support english echeck locale. bug #822 - EventDispatcher.java: added Exceptionhandling while notifying listeners to prevent Queue to be killed. ,0
- GameData.java: Remove merging bug for temp units (temp orders have been duplicated). ,0
- EresseaMovementEvaluator.java: respect presence of GOTS (german: GDTS). ,0
- com/eressea/*: changed equals to get rid of instanceof usage ,0
 release preparations ,0
 Merged fb-q branch back to main trunk. ,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
